REQ_NO,REQ_TYPE,CORP_NO,ERP_NUMBER,DESCRIPTOR,PART_NUMBER,PROPERTY_TERM,PROPERTY_VALUE,PROPERTY_UOM,PROP_FFT,DATA_TYPE,STATE,ORIGINATOR,BU_CDE,ORG_PLANT_CODE,ORG_PLANT_NAME,CREATE_DATE,UPDATED_BY,UPDATED_AT,ATTACHMENT,SHORT_FORMAT_DESCRIPTION,MATERIAL_TYPE,MATERIAL_GROUP,REVISION,USER_DETAIL,USER_PROFILE,DIVISION,PLANT,REQUEST_PLANT,REQUEST_DIVISION,MONTH,TASK_DURATION,SLA_DURATION,PURCHASE_ORDER_DESCRIPTION,ORIGINATING_DIVISION,PLANT_NAME,PLANT_GROUP,CATALOGUING_LEVEL
M-REQ-000108024,Creation Request,M000291355,737220,POWER SUPPLY,NULL,OUTPUT VOLTAGE,54,VOLT,NULL,MEASURED_NUMBER,Completed,Ntsikelelo Chapa,CX,CX,Corporate,19:30.0,Ntsikelelo Chapa,30:18.7,NULL,POWER SUPPLY:I/P 1000 W;54 V;16.5 A,NON-STOCK MATERIAL,ICT IT Services,NULL,System Process,NULL,Transmission (TX),NULL,NULL,NULL,-,NULL,NULL,POWER SUPPLY: INPUT: 1000 W; OUTPUT VOLTAGE: 54 V; OUTPUT CURRENT: 16.5 A; PWR-C5-1KWAC=,CORPORATE,Corporate,CORPORATE,4
M-REQ-000137640,Creation Request,M000300654,746519,"PLATE, METAL",NULL,LENGTH,3,METER,NULL,MEASURED_NUMBER,Completed,Yvonne Pieterse,ESK,ESK,Eskom,57:43.1,Yvonne Pieterse,34:41.0,000137640.pdf,PLATE MTL:WD 1.5 X LG 3 X THK 0.012 M,NON-STOCK MATERIAL,M&Cn Raw Mtl Steel,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"PLATE, METAL: DIMENSIONS: WD 1.5 X LG 3 X THK 0.012 M; WIDTH: 1,5 M; LENGTH: 3 M; THICKNESS: 12 MM; MATERIAL: 316 STAINLESS STELL",GENERATION,Lethabo Power Station,COAL FLEET,4
M-REQ-000112372,Creation Request,M000291885,737750,RING,NULL,MATERIAL,STEEL,NULL,NULL,CONTROLLED_CONCEPT,Completed,Matsobane Bonny Monametsi ,GX,3001,Generation Corporate,58:50.6,Matsobane Bonny Monametsi ,31:30.2,NULL,RING:2480-007;SEAL;ID 664 MM;OD 680 MM,SPARE PARTS,GX Plnt Blrs Burner,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,RING: TYPE: SEAL; INSIDE DIAMETER: 664 MM; OUTSIDE DIAMETER: 680 MM; WIDTH: 7.9 MM; MATERIAL: STEEL; OEM P/N: 2480-007,GENERATION,Head Office,HEAD_OFFICE,4
M-REQ-000113728,Creation Request,M000292156,738021,"PACKING, BULK",NULL,SPECIFICATION,API 607,NULL,NULL,CONTROLLED_CONCEPT,Completed,Chris Wolfaardt,ERI,ERI,Eskom Rotek Industries,18:04.7,Chris Wolfaardt,00:21.4,Material DCF - PACKING BULK.pdf,PACKING BULK:WD 16 MM;THK 16 MM;LG 6 M,SPARE PARTS,GX Plnt C&I,NULL,System Process,NULL,Eskom Rotek Industries (ERI),NULL,NULL,NULL,-,NULL,NULL,"PACKING, BULK: WIDTH: 16 MM; THICKNESS: 16 MM; LENGTH: 6 M; MATERIAL: GRAPHITE; APPLICATION: VALVE SEALING; MAX PRESSURE: 580 BAR; SPECIFICATION: API 607; TEMPERATURE RANGE: 455 TO 650 DEG C; SHAPE: SQUARE",ERI,Eskom Rotek Industries,CORPORATE,4
M-REQ-000114214,Creation Request,M000292388,738253,MILK,NULL,FOOD QUALITY,GRADE A LACTOSE FREE NON DAIRY,NULL,NULL,CONTROLLED_CONCEPT,Completed,IREEN MUSONDA,CX,6770,Eskom Academy of Learning,42:56.1,IREEN MUSONDA,20:14.1,Material DCF - MILK COCONUT.pdf,MILK:BEVERAGE;COCONUT;CARTON;1 L,ECASS FOOD SUPPLIES,G/Serv Cater Bev,NULL,System Process,NULL,Corporate (CX),NULL,NULL,NULL,-,NULL,NULL,MILK: SPECIFIC USE: BEVERAGE; PREPARATION TYPE: EXTRACTION FROM FLESH OF COCONUT; FOOD QUALITY: GRADE A LACTOSE FREE NON DAIRY; FLAVOR: COCONUT; CONTAINER TYPE: CARTON; CONTAINER CAPACITY: 1 L,CORPORATE,Eskom Academy of Learning,CORPORATE,5
M-REQ-000124027,Creation Request,M000298689,744554,"CONTACT, AUXILIARY",NULL,TYPE,CAL 19 - 11B,NULL,NULL,CONTROLLED_CONCEPT,Completed,RAMATSIMELE MPHAHLELE,GX,3370,Medupi Power Station,45:13.8,RAMATSIMELE MPHAHLELE,10:25.2,NULL,CONTACT AUX:CAL 19 - 11B;1NC;10 A;690 V,SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"CONTACT, AUXILIARY: TYPE: CAL 19 - 11B; CONTACT ARRANGEMENT: 1NC; CURRENT: 10 A; POTENTIAL: 690 V; MATERIAL: BAKELITE PLASTIC; CONNECTION: SIDE MOUNTING (SCREW); SUPPL P/N: 1SFN010820R3311; AUX CONTACT BLOCK FOR CONTACTORS AF116- AF370; USED ON ABB CONTACTOR AF205 - 30; THE CAL 11B IS A SECOND BLOCK FOR MOUNTING IN ADDITION TO A FIRST CAL - 11 BLOCK RIGHT AND/ OR LEFT HAND",GENERATION,Medupi Power Station,COAL FLEET,4
M-REQ-000112466,Creation Request,M000291965,737830,GLOVE,NULL,LENGTH,24,CENTIMETER,NULL,MEASURED_NUMBER,Completed,Collen Mmope,GX,3220,Hendrina Power Station,39:42.9,Collen Mmope,00:30.2,Material DCF - GLOVE.pdf,GLOVE:ANTI-VIBRATION;XL/10;LG 24 CM,SPARE PARTS,GX Plnt Blrs Burner,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"GLOVE: TYPE: ANTI-VIBRATION; SIZE: XL/10; LENGTH: 24 CM; MATERIAL: POLYURETAHNE & NEOPRENE; COLOR: GREEN & BLACK, RED & BLACK; THE SUPPLIER/MANUFACTURING LABORATORY MUST BE ISO 9001:2015 ACCREDITED. SUPPLY TECHNICAL DATA SHEETS.",GENERATION,Hendrina Power Station,COAL FLEET,4
M-REQ-000120780,Creation Request,M000297096,742961,"MODULE, ELECTRONIC",NULL,TYPE,THYRISTOR-THYRISTOR ITAV= 56A 1200V,NULL,NULL,CONTROLLED_CONCEPT,Completed,Jabu Mchunu,ESK,ESK,Eskom,59:13.8,Jabu Mchunu,43:49.9,NULL,"MOD, ELEC:220 V",SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"MODULE, ELECTRONIC: TYPE: THYRISTOR-THYRISTOR ITAV= 56A 1200V; VOLTAGE: 220 V; MANUF P/N: 104020117-DUAL UPS 2-DT320876-L16-0176; K6 FGD - DUAL UPS 2 - 64 BRD 20  - 10KVA; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).",GENERATION,Head Office,HEAD_OFFICE,5
M-REQ-000113784,Creation Request,M000292204,738069,"STUD, DOUBLE ENDED",NULL,LENGTH,125,MILLIMETER,NULL,MEASURED_NUMBER,Completed,Nellie Groenewald,GX,3210,Duvha Power Station,09:13.5,Nellie Groenewald,10:24.3,jEAN pIERRE DE VILLIERS Part 29 - Material DCF - STUD DOUBLE ENDED (signed) (002).pdf,STUD DBL END:LG 125 MM;24 MM;24 MM;RH 3,SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"STUD, DOUBLE ENDED: LENGTH: 125 MM; DIAMETER-A: 24 MM; DIAMETER-B: 24 MM; MATERIAL: SS 316; THREADS-A: RH 3 MM; THREADS-B: RH 3 MM; THREAD LENGTH-A: 25 MM; THREAD LENGTH-B: 70 MM; TYPE: CW 1600 PUMP; SUPPL P/N: 7709705029; 29; THREAD LENGTH 25MM THR X 30MM BLANK",GENERATION,Duvha Power Station,COAL FLEET,4
M-REQ-000124111,Creation Request,M000298704,744569,"SLING, WIRE ROPE",NULL,LEG QUANTITY,SINGLE,NULL,NULL,CONTROLLED_CONCEPT,Completed,Chris Wolfaardt,ESK,ESK,Eskom,43:24.2,Chris Wolfaardt,00:43.3,NULL,SLING WRE ROPE:70 MM;ENDLESS ROUND;3 M;4,PROD. RESOURCES/TOOLS,T/S MRO H/Tool,NULL,System Process,NULL,Eskom Rotek Industries (ERI),NULL,NULL,NULL,-,NULL,NULL,"SLING, WIRE ROPE: DIAMETER: 70 MM; ROPE TYPE: ENDLESS ROUND; OVERALL LENGTH: 3 M; MATERIAL: POLYESTER NYLON; CAPACITY: 4 T; LEG QUANTITY: SINGLE; FURNISHED ITEMS: PROTECTIVE SLEEVING",ERI,Eskom Rotek Industries,CORPORATE,4
M-REQ-000112072,Creation Request,M000291780,737645,MODULE,NULL,SPECIFICATION,EMC: EN61000-6-2; IMMUNITY STANDARD,NULL,NULL,CONTROLLED_CONCEPT,Completed,Lynn Marrie,GX,3200,Arnot Power Station,56:57.0,Lynn Marrie,20:21.9,R7789.pdf,MODULE:REMOTE INTERFACE SERIES;24;200G,SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"MODULE: TYPE: REMOTE INTERFACE SERIES; INPUT: 18-36 (24V NOMINAL) V; OUTPUT: 150 (AT 24V) RJ45 MA; POWER SOURCE: 24; APPLICATION: INTERFACING RS232 COMMUNICATION TO ETHERNET; DIMENSIONS: W 111.9 X L99.1 X H 22.5 MM; SPECIFICATION: EMC: EN61000-6-2; IMMUNITY STANDARD; COMMERCIAL SIZE: 200G; SUPPL P/N: RIM100E-KP; KENTEC RS232 NETWORK CARD, SUPPORTS AIRING MODULES TO INTRODUCE A TRANSPARENT DATA LINK WHICH CAN BE SET TO MONITOR CAN BE SET TO MONITOR THE LINK AND INDICATE LOSS OF THE LINK VIA AN OUTPUT RELAY, SUPPORTS TCP SERVER TCP CLIENT, UDP AND UDP SERVER ETHERNET PROTOCOLS",GENERATION,Arnot Power Station,COAL FLEET,5
M-REQ-000118708,Creation Request,M000295977,741842,O RING,NULL,MATERIAL,RUBBER,NULL,NULL,CONTROLLED_CONCEPT,Completed,Jabu Mchunu,ESK,ESK,Eskom,27:53.4,Jabu Mchunu,52:42.7,NULL,O RING:ID 48 MM;WD 6 MM;RUBBER,SPARE PARTS,GX Plnt T/bns,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,O RING: INSIDE DIAMETER: 48 MM; WIDTH: 6 MM; MATERIAL: RUBBER; DRAWING NO: ZN 3770-1; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).,GENERATION,Head Office,HEAD_OFFICE,4
M-REQ-000128868,Creation Request,M000299464,745329,HERBICIDE,NULL,COMPOSITION,"BROMACIL, TERBUTHYLAZINE",NULL,NULL,CONTROLLED_CONCEPT,Completed,Bongani Mkhonza,ESK,ESK,Eskom,31:42.1,Bongani Mkhonza,41:29.3,NULL,HERBICIDE:GRANULAR;WEEDKILLER;20KG BAG,NON-STOCK MATERIAL,T/S MRO Consumables,NULL,System Process,NULL,Distribution (DX),NULL,NULL,NULL,-,NULL,NULL,"HERBICIDE: FORM: GRANULAR; COMPOSITION: BROMACIL, TERBUTHYLAZINE; USE: WEEDKILLER; CONTAINER: 20KG BAG; TRADE NAME: NONE",DISTRIBUTION,Central Customer Service,CORPORATE,5
M-REQ-000114427,Creation Request,M000292532,738397,"SWITCH, NETWORK",NULL,TYPE,HP PROCURVE 1700-8 (J9079A),NULL,NULL,CONTROLLED_CONCEPT,Completed,MOLEBOGENG MALOKA,GX,3290,Tutuka Power Station,54:50.5,MOLEBOGENG MALOKA,00:35.4,20240319072343.pdf,SWITCH NETW:HP PROCURVE 1700-8 (J9079A),NON-STOCK MATERIAL,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"SWITCH, NETWORK: TYPE: HP PROCURVE 1700-8 (J9079A); PORT TYPE: 10/100 PORTS (IEEE 802.3 TYPE 10BASE-T; PORT QUANTITY: 24; 22 AUTO-SENSING 10/100 PORTS (IEEE 802.3 TYPE 10BASE-T, IEEE 802.3U TYPE 100BASE-TX); MEDIA TYPE: AUTO-MDIX; DUPLEX: HALF OR FULL 2 DUAL-PERSONALITY PORTS; EACH PORT CAN BE USED AS EITHER AN RJ-45 10/1000 PORT (IEEE 802.3 TYPE 10BASE-T IEEE 802.3U TYPE 100BASE-TX; IEEE 802.3AB 1000BASE-T GIGABIT ETHERNET) OR AN OPEN MINI-GBIC SLOT (FOT USE WITH MINI-G-BIC TRANSCEIVERS)",GENERATION,Tutuka Power Station,COAL FLEET,4
M-REQ-000118240,Creation Request,M000295370,741235,"MODULE, ELECTRONIC",NULL,VOLTAGE,220,VOLT,NULL,MEASURED_NUMBER,Completed,Jabu Mchunu,ESK,ESK,Eskom,48:44.8,Jabu Mchunu,38:47.2,NULL,"MOD, ELEC:DFVU-00;220 V",SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"MODULE, ELECTRONIC: TYPE: DFVU-00; VOLTAGE: 220 V; MANUF P/N: 6911190000-DUAL UPS 1-DT320876-L12-2003; K3 FGD - DUAL UPS 1 - 34 BRD 10 - 10KVA; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).",GENERATION,Head Office,HEAD_OFFICE,5
M-REQ-000107992,Creation Request,M000292115,737980,JACK,NULL,CAPACITY,100,TON,NULL,MEASURED_NUMBER,Completed,ZACHARIAS ROSSOUW,ESK,ESK,Eskom,34:38.3,ZACHARIAS ROSSOUW,00:26.6,20240215213119.pdf,"JACK:HYDRAULIC, CYLINDER;100 T",NON-STOCK MATERIAL,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"JACK: TYPE: HYDRAULIC, CYLINDER; CAPACITY: 100 T; MANUF P/N: HXDHCL1006; ENERPAC, SINGLE ACTION, LOCK NUT, 100 TON, STROKE 150MM,",GENERATION,Kriel Power Station,COAL FLEET,4
M-REQ-000125206,Creation Request,M000300539,746404,BELLOWS,NULL,DIMENSIONS,DN 600 X LG 835,MILLIMETER,NULL,MEASURED_NUMBER,Completed,OLORATO MOTHOBI,ESK,ESK,Eskom,06:23.1,OLORATO MOTHOBI,10:20.9,Material DCF - BELLOWS DN600 - LBS20 BZ022_-signed.pdf,BELLOWS:EJMA 8/9;BUTT WELD;3 BAR,SPARE PARTS,GX Plnt Blrs,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"BELLOWS: TYPE: BUTT WELD; PRESSURE RANGE: 3 BAR; MATERIAL: A240-321; DIMENSIONS: DN 600 X LG 835 MM; OEM P/N: EJMA 8/9; CONNECTION BEVELED END. END PIPE A672-B70 CI. 21, DESIGN P 3/F.V BARG, TEST P 4.5F.V BARG, T225 DEG, ASME B31.1. EXPANSION 5M AXIAL, 30MM LATERAL, PAINTING C/S ONLY ZINC PRIMIER 1 COATS 50 MICRONS. THE BELLOWS MUST BE DELIVERED WITH A DATA PACK INCLUDING MATERIAL CERTIFICATE; HYDROSTATIC/PRESSURE TEST CERTIFICATE APPLICATION PIPING: LBS20 BZ022.; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).",GENERATION,Head Office,HEAD_OFFICE,5
M-REQ-000117810,Creation Request,M000295537,741402,"MODULE, ELECTRONIC",NULL,TYPE,CDING-01,NULL,NULL,CONTROLLED_CONCEPT,Completed,Jabu Mchunu,ESK,ESK,Eskom,38:13.5,Jabu Mchunu,50:43.5,NULL,"MOD, ELEC:CDING-01;220 V",SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"MODULE, ELECTRONIC: TYPE: CDING-01; VOLTAGE: 220 V; MANUF P/N: 6911340001-UPS 1-DT320876-L12-1995; WATER TREATMENT BUILDING - UPS 1 - 03 BRF 10  - 10KVA; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).",GENERATION,Head Office,HEAD_OFFICE,5
M-REQ-000114210,Creation Request,M000292383,738248,"SLING, CHAIN",NULL,CAPACITY,3,TON,NULL,MEASURED_NUMBER,Completed,Louis Hattingh,TX,4728,Apollo Converter,10:08.8,Louis Hattingh,20:12.7,SLING CHAIN 3T x 1000mm(F) 20240313-Signed-signed.pdf,SLING CHN:SINGLE CO;DIA 8 X LG 1000 MM;3,NON-STOCK MATERIAL,T/S PPE L/Line Prot,NULL,System Process,NULL,Transmission (TX),NULL,NULL,NULL,-,NULL,NULL,"SLING, CHAIN: TYPE: SINGLE CO; DIMENSIONS: DIA 8 X LG 1000 MM; MATERIAL: STEEL; CAPACITY: 3 T; LEG QUANTITY: 1; INCLUDING: MASTER LINK (OVAL) ON EACH END; HEAT TREATED AND PROOF TESTED FOR WORKLOAD LIMITS INCLUDING TEST CERTIFICATE; DURABLE METAL TAG FOR IDENTIFYING SWL, TYPE, SERIAL NUMBER; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).",TRANSMISSION,Peaking,PEAKING,5
M-REQ-000121143,Creation Request,M000297269,743134,"MODULE, ELECTRONIC",NULL,VOLTAGE,220,VOLT,NULL,MEASURED_NUMBER,Completed,Jabu Mchunu,ESK,ESK,Eskom,55:48.2,Jabu Mchunu,24:50.4,NULL,"MOD, ELEC:EMIF-03;220 V",SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"MODULE, ELECTRONIC: TYPE: EMIF-03; VOLTAGE: 220 V; MANUF P/N: 6911690003-DUAL UPS 1-DT320876-L13-1379; K1 ACC - DUAL UPS 1 - 12 BRD 10  - 10KVA; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).",GENERATION,Head Office,HEAD_OFFICE,5
M-REQ-000113743,Creation Request,M000292197,738062,"PLATE, EATING",NULL,COMPARTMENT QUANTITY,1,NULL,NULL,CONTROLLED_CONCEPT,Completed,IREEN MUSONDA,CX,6770,Eskom Academy of Learning,30:23.5,IREEN MUSONDA,10:26.2,Material DCF - PLATE EATING  PLATTER OVAL.pdf,PLATE EATG:CER;50 CM;WHITE;OVAL;1,Nonfoods,G/Serv Cater Crock,NULL,System Process,NULL,Corporate (CX),NULL,NULL,NULL,-,NULL,NULL,"PLATE, EATING: MATERIAL: CERAMIC; SIZE: 50 CM; COLOR: WHITE; SHAPE: OVAL; COMPARTMENT QUANTITY: 1; TYPE: PLATTER FOR FOOD; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).",CORPORATE,Eskom Academy of Learning,CORPORATE,5
M-REQ-000112434,Creation Request,M000291986,737851,GASKET,NULL,SHAPE,ROUND,NULL,NULL,CONTROLLED_CONCEPT,Completed,MOLEBOGENG MALOKA,GX,3290,Tutuka Power Station,33:24.7,MOLEBOGENG MALOKA,20:33.9,20240228075743.pdf,GASKET:STYLE R;ID645 X OD690 X THK4.5 MM,SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,GASKET: TYPE: STYLE R; DIMENSIONS: ID645 X OD690 X THK4.5 MM; MATERIAL: 304/GRAPH; STYLE: MAXIFLEX; SHAPE: ROUND; APPLICATION: STEAM,GENERATION,Tutuka Power Station,COAL FLEET,4
M-REQ-000121047,Creation Request,M000296794,742659,"MODULE, ELECTRONIC",NULL,TYPE,FRM-01,NULL,NULL,CONTROLLED_CONCEPT,Completed,Jabu Mchunu,ESK,ESK,Eskom,09:28.8,Jabu Mchunu,34:45.5,NULL,"MOD, ELEC:FRM-01;220 V",SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"MODULE, ELECTRONIC: TYPE: FRM-01; VOLTAGE: 220 V; MANUF P/N: 6911331000-SINGLE UPS 2-DT320878-L16-0183; K6 AUXBAY  - SINGLE UPS 2 - 61 BRD 20 - 20KVA; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).",GENERATION,Head Office,HEAD_OFFICE,5
M-REQ-000129412,Creation Request,M000300501,746366,COVER,NULL,APPLICATION,GURUPTZE MACHINE OPENING,NULL,NULL,CONTROLLED_CONCEPT,Completed,Chris Wolfaardt,ESK,ESK,Eskom,18:30.0,Chris Wolfaardt,51:18.2,DCF-COVER (PINE WOOD).pdf,COVER:FLAT SHEET;PINE WOOD,NON-STOCK MATERIAL,Tactical Source,NULL,System Process,NULL,Eskom Rotek Industries (ERI),NULL,NULL,NULL,-,NULL,NULL,COVER: TYPE: FLAT SHEET; DIMENSIONS: WD 500MM X LG 2M X THK 25MM; MATERIAL: PINE WOOD; APPLICATION: GURUPTZE MACHINE OPENING; COATED WITH SANDING SEALER,ERI,Eskom Rotek Industries,CORPORATE,4
M-REQ-000129868,Creation Request,M000299966,745831,"MODULE, ELECTRONIC",NULL,TYPE,EMIF-04,NULL,NULL,CONTROLLED_CONCEPT,Completed,Jabu Mchunu,ESK,ESK,Eskom,49:14.8,Jabu Mchunu,12:42.7,NULL,"MOD, ELEC:EMIF-04;400 V",SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"MODULE, ELECTRONIC: TYPE: EMIF-04; VOLTAGE: 400 V; MANUF P/N: 6911690004- UPS 2-DT582621-L16-0842; K3 C&I AUXBAY UPS 2 -  UPS 2 - 30 BRS 20 - 100KVA; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).",GENERATION,Head Office,HEAD_OFFICE,5
M-REQ-000120305,Creation Request,M000297988,743853,"BREAKER, CIRCUIT",NULL,INSULATION MATERIAL,PLASTIC,NULL,NULL,CONTROLLED_CONCEPT,Completed,Rollet Manenzhe,ESK,ESK,Eskom,16:41.8,Rollet Manenzhe,41:18.4,"BREAKER, CIRCUIT - PART NUMBER_GV2ME4 + GVAN11 CURRENT_0.4-0.63AMPERE.pdf",BKR:GV2ME4 + GVAN11;PUSHBUTTON;380 VAC;8,SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"BREAKER, CIRCUIT: SWITCHGEAR DESIGN: PUSHBUTTON; POTENTIAL: 380 VAC; CURRENT: 0.4  -  0.63 A; SHORT TIME CURRENT: 8 KA; POLE: 3; CONTROL VOLTAGE: 380 VAC; POINT ON WAVE: MOTOR CONTROLLED; CREEPAGE: 15 MM; BASIC INSULATION LEVEL: 600 V; INSULATION MATERIAL: PLASTIC; OPERATING CONTROL TYPE: PUSHBUTTON; POLLUTION CLASS: IP20; APPLICATION: THERMOMAGNETIC TRIP UNIT; WIDTH: 44.5 MM; LENGTH: 89 MM; HEIGHT: 78.2 MM; TYPE: THERMAL MAGNETIC; MOUNT: DIN RAIL; OEM P/N: GV2ME4 + GVAN11",GENERATION,Matimba Power Station,COAL FLEET,4
M-REQ-000122355,Creation Request,M000297962,743827,RING,NULL,WIDTH,7.5,MILLIMETER,NULL,MEASURED_NUMBER,Completed,Jabu Mchunu,ESK,ESK,Eskom,05:59.2,Jabu Mchunu,21:42.9,NULL,RING:39234/108;SUPPORT;ID 35.2 MM;WD 7.5,SPARE PARTS,GX Plnt Blrs,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,RING: TYPE: SUPPORT; INSIDE DIAMETER: 35.2 MM; OUTSIDE DIAMETER: 59.2 MM; WIDTH: 7.5 MM; MATERIAL: STAINLESS STEEL; OEM P/N: 39234/108,GENERATION,Head Office,HEAD_OFFICE,4
M-REQ-000129716,Creation Request,M000299818,745683,"MODULE, ELECTRONIC",NULL,VOLTAGE,400,VOLT,NULL,MEASURED_NUMBER,Completed,Jabu Mchunu,ESK,ESK,Eskom,43:21.1,Jabu Mchunu,02:41.6,NULL,"MOD, ELEC:COGAS2-21;400 V",SPARE PARTS,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,"MODULE, ELECTRONIC: TYPE: COGAS2-21; VOLTAGE: 400 V; MANUF P/N: 5911400021- UPS 1-DT582621-L16-0844; K2 AUXBAY C&I UPS 1 -  UPS 1 - 20 BRS 10  - 100KVA; VENDORS ARE RESPONSIBLE FOR ENSURING THAT THEY ARE PERFORMING AGAINST THE CORRECT DRAWING REVISION NUMBER (IF APPLICABLE).",GENERATION,Head Office,HEAD_OFFICE,5
M-REQ-000112938,Creation Request,M000292038,737903,"ISOLATOR, ELECTRICAL",NULL,AUXILIARY SWITCH ARRANGEMENT,7M; 7G; 7N,NULL,NULL,CONTROLLED_CONCEPT,Completed,Louis Hattingh,ESK,ESK,Eskom,36:49.3,Louis Hattingh,50:20.8,NULL,"ISO:33 KV;2500 A;31,5 KA;M/O;DOUBLE;110",PRIMARY ENERGY,P&S Plnt S/Gear,NULL,System Process,NULL,Transmission (TX),NULL,NULL,NULL,-,NULL,NULL,"ISOLATOR, ELECTRICAL: POTENTIAL: 33 KV; CURRENT: 2500 A; SHORT TIME CURRENT: 31,5 KA; OPERATION: M/O; EARTH SWITCH CONFIGURATION: DOUBLE; CONTROL VOLTAGE: 110 V; PHASE SPACING: 1200 MM; BASIC INSULATION LEVEL: 170 KV; CREEPAGE: 31 MM/KV; SWITCHGEAR DESIGN: THREE COLUMN; TYPE: DOUBLE SIDE BREAK; AUXILIARY SWITCH ARRANGEMENT: 7M; 7G; 7N; SPECIFICATION: 240-180000569; APPLICATION: ALL CIRCUITS; POLE: 3; FRAME: MEDIUM EQUIPMENT SUPPORT (MES) STEEL STRUCTURE",TRANSMISSION,Transmission,UNCATEGORISED,4
M-REQ-000112142,Creation Request,M000291810,737675,GASKET,NULL,DIMENSIONS,ID 445 X OD 502 X THK 4.5,MILLIMETER,NULL,MEASURED_NUMBER,Completed,MOLEBOGENG MALOKA,GX,3290,Tutuka Power Station,00:43.6,MOLEBOGENG MALOKA,40:27.8,20240227072757.pdf,GASKET:HP CHEST COVER SPIRAL WOUND,NON-STOCK MATERIAL,GX Plant,NULL,System Process,NULL,Generation (GX),NULL,NULL,NULL,-,NULL,NULL,GASKET: TYPE: HP CHEST COVER SPIRAL WOUND; DIMENSIONS: ID 445 X OD 502 X THK 4.5 MM; MATERIAL: GRAP 316,GENERATION,Tutuka Power Station,COAL FLEET,4
